post_id,label,Certainty
cgygbr,YTA,4.0
cgygbr,NAH,3.0
cgygbr,NTA,4.0
cgygbr,NTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,1.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,ESH,3.0
cgygbr,NTA,4.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,4.0
cgygbr,NAH,3.0
cgygbr,NAH,1.0
cgygbr,YTA,4.0
cgygbr,NAH,3.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,3.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,3.0
cgygbr,NAH,4.0
cgygbr,NAH,1.0
cgygbr,NAH,3.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,3.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,3.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,3.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,NAH,4.0
cgygbr,YTA,4.0
cgygbr,NTA,4.0
cgygbr,NTA,4.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NTA,4.0
cgygbr,ESH,4.0
cgygbr,YTA,3.0
cgygbr,YTA,4.0
cgygbr,NAH,4.0
cgygbr,NAH,3.0
cgygbr,NAH,3.0
cgygbr,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,3.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,3.0
dbts0d,ESH,3.0
dbts0d,NTA,3.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,3.0
dbts0d,ESH,3.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,3.0
dbts0d,ESH,3.0
dbts0d,NTA,4.0
dbts0d,ESH,1.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,3.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,YTA,3.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,4.0
dbts0d,ESH,3.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,3.0
dbts0d,YTA,3.0
dbts0d,NTA,4.0
dbts0d,ESH,4.0
dbts0d,NTA,4.0
dbts0d,YTA,3.0
dbts0d,YTA,4.0
dbts0d,ESH,3.0
dbts0d,ESH,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,3.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,4.0
dbts0d,NTA,3.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,3.0
dbts0d,NTA,4.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,1.0
dbts0d,YTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,NTA,4.0
dbts0d,ESH,3.0
dbts0d,NTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,ESH,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,4.0
ddqmea,YTA,4.0
ddqmea,ESH,1.0
ddqmea,NAH,3.0
ddqmea,NTA,3.0
ddqmea,NAH,3.0
ddqmea,ESH,2.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NAH,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,NAH,3.0
ddqmea,ESH,3.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,3.0
ddqmea,YTA,4.0
ddqmea,NAH,3.0
ddqmea,NAH,4.0
ddqmea,NAH,4.0
ddqmea,YTA,4.0
ddqmea,NTA,3.0
ddqmea,YTA,3.0
ddqmea,YTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,3.0
ddqmea,YTA,4.0
ddqmea,YTA,3.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,3.0
ddqmea,YTA,4.0
ddqmea,YTA,3.0
ddqmea,NTA,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NAH,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,YTA,4.0
ddqmea,NAH,3.0
ddqmea,YTA,4.0
ddqmea,YTA,4.0
ddqmea,NTA,4.0
ddqmea,ESH,3.0
ddqmea,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,2.0
dtr5vi,ESH,1.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,ESH,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NAH,3.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,ESH,4.0
dtr5vi,ESH,4.0
dtr5vi,ESH,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,3.0
dtr5vi,ESH,4.0
dtr5vi,ESH,4.0
dtr5vi,ESH,3.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NAH,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,ESH,3.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,YTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
dtr5vi,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,YTA,3.0
bbbbhe,YTA,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,YTA,4.0
bbbbhe,YTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,3.0
bbbbhe,NTA,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,3.0
bbbbhe,NTA,3.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,3.0
bbbbhe,NTA,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,YTA,4.0
bbbbhe,YTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,3.0
bbbbhe,NTA,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NAH,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NAH,3.0
bbbbhe,NAH,3.0
bbbbhe,YTA,3.0
bbbbhe,YTA,3.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
bbbbhe,NTA,4.0
